Tiempo (s);Data1;Data2
0.7670316696166992;-38758.97265625;3.330982208251953
0.7670407295227051;-38754.30078125;2.4448699951171875
0.76705002784729;-38726.85546875;1.2184122800827026
0.7670600414276123;-38726.98828125;0.4740932285785675
0.7670691013336182;-38756.3828125;-0.8180797100067139
0.7670783996582031;-38757.2734375;-3.5294408798217773
0.7670876979827881;-38734.2734375;-6.009396553039551
0.767096757888794;-38731.14453125;-5.895462512969971
0.7671065330505371;-38756.73828125;-3.260970115661621
0.7671167850494385;-38767.890625;-0.43213939666748047
0.7671265602111816;-38734.58984375;0.7379948496818542
0.7671353816986084;-38720.1953125;0.14682002365589142
0.7671446800231934;-38748.53515625;-1.6230350732803345
0.7671573162078857;-38750.27734375;-3.933657169342041
0.7671675682067871;-38733.8515625;-5.478856086730957
0.7671778202056885;-38713.17578125;-4.852808952331543
0.7671866416931152;-38738.76953125;-2.480595350265503
0.7671959400177002;-38766.171875;-0.6068287491798401
0.7672057151794434;-38743.86328125;-0.5713077187538147
1.2793824672698975;-38739.68359375;-1.4126518964767456
1.279453992843628;-38760.00390625;-1.841591715812683
1.2794747352600098;-38744.7578125;-1.6110246181488037
1.2795746326446533;-38717.69140625;-0.22406990826129913
1.2796003818511963;-38738.5234375;2.8689157962799072
1.2796239852905273;-38761.07421875;5.9059624671936035
1.2796657085418701;-38748.89453125;5.546859264373779
1.2796874046325684;-38723.32421875;1.0758683681488037
1.279707431793213;-38733.87109375;-4.0433478355407715
1.279726266860962;-38760.08984375;-5.92148494720459
1.2797555923461914;-38766.9765625;-4.1664299964904785
1.2797753810882568;-38738.859375;-0.7862445712089539
1.2797958850860596;-38725.08984375;2.9691004753112793
1.2798163890838623;-38754.81640625;6.5374579429626465
1.279836893081665;-38764.515625;8.514575958251953
1.2798573970794678;-38748.35546875;7.937442779541016
1.2798783779144287;-38735.03515625;6.367435455322266
1.279897928237915;-38750.0546875;6.230901718139648
1.2799184322357178;-38760.3828125;7.509274482727051
1.2799391746520996;-38748.6015625;8.4135160446167
1.279958963394165;-38715.03125;8.644384384155273
1.2799854278564453;-38728.171875;9.264384269714355
1.2800066471099854;-38771.08984375;9.98976993560791
1.280027151107788;-38756.29296875;9.472552299499512
1.2800471782684326;-38737.3828125;8.026130676269531
1.2800674438476562;-38744.3125;7.602757453918457
1.2800884246826172;-38759.0625;8.908191680908203
1.2801079750061035;-38744.3125;10.378432273864746
1.2801294326782227;-38722.1171875;10.38668441772461
1.2801508903503418;-38739.83984375;8.986823081970215
1.2801694869995117;-38761.87890625;6.960141181945801
1.2801876068115234;-38760.47265625;4.8029608726501465
1.2802050113677979;-38741.60546875;3.54263973236084
1.280221939086914;-38729.0;4.738607883453369
1.2802400588989258;-38739.19140625;8.249987602233887
1.280259132385254;-38747.171875;11.234014511108398
1.2802767753601074;-38737.31640625;10.87742805480957
1.2802948951721191;-38728.77734375;7.572177886962891
1.2803258895874023;-38747.70703125;4.200465679168701
1.280346155166626;-38753.9453125;2.9176690578460693
1.280364751815796;-38736.9140625;4.09655237197876
1.280381679534912;-38728.3984375;7.618567943572998
1.2803981304168701;-38744.17578125;12.781978607177734
1.2804145812988281;-38747.77734375;17.07457733154297
1.2804312705993652;-38729.58203125;17.613910675048828
1.280454158782959;-38732.59765625;14.348177909851074
1.2804701328277588;-38732.17578125;10.10803508758545
1.2804851531982422;-38738.07421875;7.428744792938232
1.2805004119873047;-38729.359375;7.048670291900635
1.280517816543579;-38721.15625;9.086033821105957
1.280536413192749;-38730.33984375;13.062640190124512
1.2805531024932861;-38739.05859375;16.581817626953125
1.2805688381195068;-38742.8125;16.583656311035156
1.2805843353271484;-38728.10546875;12.759928703308105
1.2806000709533691;-38727.14453125;7.983046054840088
1.2806155681610107;-38748.35546875;4.888512134552002
1.2806322574615479;-38744.421875;3.7706286907196045
1.2806487083435059;-38722.96484375;4.195841312408447
1.2806651592254639;-38731.94921875;6.603228569030762
1.2806811332702637;-38747.8203125;10.933035850524902
1.2806980609893799;-38756.29296875;15.066205978393555
1.280714750289917;-38719.56640625;16.651845932006836
1.2807319164276123;-38717.1328125;15.770316123962402
1.280747890472412;-38744.734375;14.047940254211426
1.2807643413543701;-38754.48046875;12.182835578918457
1.2807807922363281;-38734.609375;10.218289375305176
1.2807977199554443;-38718.203125;9.053140640258789
1.2808141708374023;-38743.52734375;9.383304595947266
1.280829906463623;-38767.71484375;10.094609260559082
1.2808454036712646;-38737.3828125;9.829168319702148
1.280869960784912;-38723.30078125;9.271085739135742
1.2808856964111328;-38732.8671875;10.025442123413086
1.2809021472930908;-38760.25;11.545783996582031
1.2809312343597412;-38744.35546875;10.97122573852539
1.2809498310089111;-38721.53515625;6.886910915374756
1.2809650897979736;-38724.375;1.7078630924224854
1.2809810638427734;-38738.41015625;-1.0961241722106934
1.2809984683990479;-38726.921875;-0.5689037442207336
1.281015396118164;-38707.0078125;2.3068900108337402
1.2810328006744385;-38718.02734375;6.5352911949157715
1.2810490131378174;-38741.6953125;10.43162727355957
1.2810664176940918;-38750.59375;11.128785133361816
1.2810821533203125;-38730.9453125;7.3895721435546875
1.2810990810394287;-38722.96484375;2.0085818767547607
1.281116008758545;-38740.6015625;-0.44618961215019226
1.2811307907104492;-38748.0;1.8066835403442383
1.2811481952667236;-38727.27734375;6.386279106140137
1.2811636924743652;-38725.53515625;9.811301231384277
1.2811894416809082;-38753.25390625;10.617513656616211
1.2812066078186035;-38760.6953125;9.298967361450195
1.2812228202819824;-38741.16015625;7.136025905609131
1.2812385559082031;-38710.91796875;5.734882354736328
1.2812550067901611;-38722.5859375;6.035218238830566
1.2812714576721191;-38756.73828125;7.253363132476807
1.2812879085540771;-38744.109375;7.990457057952881
1.2813045978546143;-38725.4921875;8.082636833190918
1.2813198566436768;-38737.046875;7.673830509185791
1.281336784362793;-38738.2109375;5.4916157722473145
1.2813529968261719;-38722.7421875;0.7926180362701416
1.2813701629638672;-38723.3671875;-3.781162738800049
1.281386137008667;-38732.80078125;-4.115291595458984
1.2813999652862549;-38740.46484375;0.4876161813735962
1.2814278602600098;-38739.57421875;6.020179748535156
1.281444787979126;-38719.30078125;7.84880256652832
1.2814607620239258;-38721.6015625;5.198044776916504
1.2814865112304688;-38737.40625;0.9409222602844238
1.2815015316009521;-38752.58203125;-1.9942169189453125
1.281517744064331;-38724.59765625;-2.572232484817505
1.2815351486206055;-38719.79296875;-1.2402799129486084
1.281552791595459;-38746.74609375;0.3757888078689575
1.2815706729888916;-38766.125;0.015591607429087162
1.281590461730957;-38730.36328125;-3.063711166381836
1.2816081047058105;-38724.59765625;-6.441915512084961
1.2816267013549805;-38728.59765625;-6.658758640289307
1.2816417217254639;-38745.453125;-3.2933671474456787
1.2816567420959473;-38743.88671875;0.6293126344680786
1.281672716140747;-38731.94921875;2.5689051151275635
1.2816896438598633;-38739.26171875;2.925405979156494
1.2817063331604004;-38750.92578125;3.0349509716033936
1.281724452972412;-38744.37890625;2.826876640319824
1.2817423343658447;-38724.1953125;1.6427215337753296
1.2817621231079102;-38729.87109375;-0.2544211745262146
1.2817797660827637;-38748.4453125;-2.079530954360962
1.2817976474761963;-38753.65625;-3.0399038791656494
1.2818152904510498;-38730.609375;-2.009237766265869
1.2818315029144287;-38726.9453125;1.3936270475387573
1.2818498611450195;-38752.42578125;5.048249244689941
1.2818670272827148;-38739.6640625;5.875669479370117
1.6634442806243896;-38705.59765625;3.767988443374634
1.6634955406188965;-38729.22265625;1.9165396690368652
1.6635212898254395;-38760.2265625;2.5681097507476807
1.6635432243347168;-38760.44921875;4.542177200317383
1.663562536239624;-38739.9765625;5.762855529785156
1.6635792255401611;-38715.38671875;6.085498332977295
1.6636052131652832;-38741.25;6.216055393218994
1.6636180877685547;-38750.61328125;5.677577495574951
1.6636312007904053;-38728.5546875;3.870918035507202
1.663646936416626;-38714.78515625;2.1255478858947754
1.6636598110198975;-38737.515625;2.6097357273101807
1.663672685623169;-38751.75390625;5.326860427856445
1.6636850833892822;-38733.046875;7.939178466796875
1.663703203201294;-38707.38671875;8.726743698120117
1.6637160778045654;-38727.6796875;8.027287483215332
1.663728952407837;-38751.015625;6.713561058044434
1.6637415885925293;-38731.52734375;5.236737251281738
1.6637544631958008;-38707.36328125;4.557329177856445
1.6637673377990723;-38728.5078125;5.9608354568481445
1.6637797355651855;-38747.953125;8.877340316772461
1.663792610168457;-38736.17578125;10.538061141967773
1.6638052463531494;-38711.8125;9.058243751525879
1.6638178825378418;-38718.71875;5.5801191329956055
1.6638307571411133;-38733.6484375;2.3681159019470215
1.6638436317443848;-38740.53515625;0.3922329843044281
1.6638562679290771;-38726.1171875;-0.04897758737206459
1.6638693809509277;-38724.91015625;1.5058046579360962
1.6638820171356201;-38744.53515625;4.292089462280273
1.6638948917388916;-38737.1796875;6.067188739776611
1.6639072895050049;-38714.5390625;5.512178421020508
1.6639199256896973;-38709.80078125;3.5525996685028076
1.6639325618743896;-38732.30859375;1.7642618417739868
1.663945198059082;-38749.69921875;0.8171366453170776
1.6639578342437744;-38737.60546875;1.119827389717102
1.6639702320098877;-38720.57421875;3.291301965713501
1.6639831066131592;-38725.42578125;6.503862380981445
1.6639957427978516;-38736.48828125;7.726062297821045
1.6640081405639648;-38721.17578125;4.599459171295166
1.6640238761901855;-38698.33203125;-1.5286511182785034
1.664036512374878;-38718.71875;-7.065489768981934
1.6641170978546143;-38740.8671875;-9.958552360534668
1.6641302108764648;-38735.99609375;-10.47025203704834
1.6641428470611572;-38713.80078125;-9.19201946258545
1.6641554832458496;-38718.91796875;-6.327123641967773
1.664168119430542;-38734.41015625;-2.7823596000671387
1.6641809940338135;-38718.62890625;-0.2902906537055969
1.664236068725586;-38697.7734375;0.200180321931839
1.6642489433288574;-38714.3359375;-0.7488678693771362
1.6642615795135498;-38740.625;-2.474456310272217
1.6642742156982422;-38738.90234375;-4.973841667175293
1.6642866134643555;-38713.93359375;-7.551849842071533
1.664299488067627;-38715.87890625;-8.41002368927002
1.6643121242523193;-38736.421875;-6.746367931365967
1.6643271446228027;-38731.16796875;-4.208915710449219
1.6643397808074951;-38714.78515625;-3.0195538997650146
1.6643524169921875;-38695.71875;-3.2584900856018066
1.6643648147583008;-38718.0703125;-3.5996313095092773
1.6643776893615723;-38734.54296875;-3.8690433502197266
1.6643900871276855;-38714.13671875;-4.635027885437012
1.664402723312378;-38704.03515625;-5.220107078552246
1.6644151210784912;-38720.52734375;-4.571924686431885
1.6644277572631836;-38733.71484375;-3.6626858711242676
1.664440393447876;-38715.296875;-4.708122730255127
1.6644527912139893;-38697.171875;-7.855595588684082
1.6644654273986816;-38727.703125;-10.716449737548828
1.6644783020019531;-38731.66015625;-11.354923248291016
1.6644904613494873;-38715.8125;-9.852706909179688
1.6645030975341797;-38699.2734375;-6.8786540031433105
1.664515495300293;-38703.4296875;-2.9108572006225586
1.6645281314849854;-38735.6171875;0.4827103018760681
1.6645450592041016;-38748.4453125;1.1335704326629639
1.6645572185516357;-38720.9765625;-0.9492701888084412
1.664569616317749;-38704.0546875;-3.668290138244629
1.6645851135253906;-38726.65234375;-5.836249351501465
1.664597749710083;-38726.51953125;-7.800269603729248
1.6646101474761963;-38706.24609375;-9.65091323852539
1.6646223068237305;-38695.875;-11.185924530029297
1.6646349430084229;-38736.0625;-13.413651466369629
1.6646473407745361;-38743.70703125;-17.869335174560547
1.6646621227264404;-38725.3359375;-23.967016220092773
1.6646795272827148;-38703.765625;-28.77832794189453
1.6646974086761475;-38699.05078125;-30.328643798828125
1.6647429466247559;-38719.76953125;-29.715675354003906
1.6648454666137695;-38726.00390625;-29.014263153076172
1.6648659706115723;-38713.48828125;-28.473445892333984
1.6648850440979004;-38710.5390625;-27.035747528076172
1.664902925491333;-38727.14453125;-24.509870529174805
1.6649208068847656;-38710.3359375;-21.394229888916016
1.664940357208252;-38704.30078125;-17.109304428100586
1.66495943069458;-38712.16796875;-10.784976959228516
1.664978265762329;-38725.69140625;-3.8881187438964844
1.6649961471557617;-38715.2109375;0.4614946246147156
1.665008783340454;-38690.7109375;1.3772307634353638
1.665224552154541;-38734.9921875;1.1772964000701904
1.6652379035949707;-38746.5234375;2.011589765548706
1.6652488708496094;-38726.7890625;3.74838924407959
2.1698555946350098;-38695.67578125;5.653456211090088
2.1699063777923584;-38719.45703125;7.954044342041016
2.169921398162842;-38734.2734375;10.795088768005371
2.1699345111846924;-38732.7109375;13.068771362304688
2.169947385787964;-38704.30078125;13.52900505065918
2.169982433319092;-38719.1640625;12.440228462219238
2.1700196266174316;-38722.78515625;11.012411117553711
2.1700286865234375;-38712.078125;9.969246864318848
2.170037031173706;-38713.7578125;9.744723320007324
2.170057773590088;-38730.02734375;10.746358871459961
2.1700799465179443;-38744.265625;12.120779037475586
2.1701135635375977;-38727.19140625;11.721880912780762
2.1701319217681885;-38698.15625;8.585883140563965
2.1701462268829346;-38705.15234375;4.398614883422852
2.170156955718994;-38729.40234375;1.728822946548462
2.17016863822937;-38733.44921875;1.451700210571289
2.170179843902588;-38705.46484375;2.539491653442383
2.1701910495758057;-38704.48046875;3.97780179977417
2.170201063156128;-38720.23828125;5.628353118896484
2.170215606689453;-38731.37109375;7.257256984710693
2.1702334880828857;-38714.3828125;8.404661178588867
2.1702487468719482;-38718.515625;9.312090873718262
2.1702632904052734;-38728.2421875;10.356314659118652
2.170271396636963;-38714.0703125;10.65813159942627
2.1702799797058105;-38691.515625;9.008218765258789
2.170288324356079;-38709.75390625;6.241878032684326
2.1702966690063477;-38735.9296875;4.876906394958496
2.170304775238037;-38730.7890625;5.949049949645996
2.1703128814697266;-38694.30859375;7.7134690284729
2.170321226119995;-38694.30859375;8.131896018981934
2.1703293323516846;-38718.80859375;7.323809623718262
2.170337438583374;-38725.4453125;6.512539863586426
2.1703460216522217;-38705.5078125;5.945916652679443
2.170354127883911;-38694.265625;5.302394390106201
2.1703624725341797;-38718.11328125;4.846951961517334
2.170370578765869;-38728.59765625;4.826801300048828
2.1703786849975586;-38711.6328125;4.64174747467041
2.1704013347625732;-38692.56640625;3.755411148071289
2.1704139709472656;-38693.52734375;2.796414613723755
2.1704256534576416;-38721.19921875;2.612600564956665
2.1704351902008057;-38712.99609375;3.098388910293579
2.1704533100128174;-38699.2265625;4.317415237426758
2.1704652309417725;-38702.984375;7.301636695861816
2.17047381401062;-38716.83984375;11.781777381896973
2.1704821586608887;-38710.8515625;14.45097827911377
2.1704907417297363;-38686.28515625;11.773112297058105
2.170499086380005;-38687.62890625;4.437646389007568
2.1705071926116943;-38715.4765625;-2.7248799800872803
2.170515775680542;-38721.82421875;-5.745730400085449
2.170529365539551;-38704.546875;-4.709340572357178
2.1705377101898193;-38694.890625;-1.6592724323272705
2.170546293258667;-38715.3671875;1.967151403427124
2.1705546379089355;-38718.60546875;4.774155139923096
2.170562982559204;-38686.6875;4.992837429046631
2.1705715656280518;-38693.41796875;2.462475299835205
2.1705799102783203;-38717.46875;-0.6022370457649231
2.170588493347168;-38711.90234375;-2.2747035026550293
2.1705965995788574;-38704.8828125;-3.027791738510132
2.170604944229126;-38694.9375;-3.8610198497772217
2.1706132888793945;-38713.265625;-3.868443012237549
2.170621633529663;-38708.48046875;-1.7650747299194336
2.1706299781799316;-38687.984375;1.3503988981246948
2.170638084411621;-38682.73046875;3.132450819015503
2.1706464290618896;-38710.94140625;3.1312801837921143
2.1706550121307373;-38731.68359375;2.7935101985931396
2.170663356781006;-38716.640625;2.9036388397216797
2.1706717014312744;-38697.59765625;2.972905158996582
2.170680046081543;-38711.34375;3.1641502380371094
2.170703172683716;-38724.6875;4.7058916091918945
2.1707260608673096;-38710.62890625;7.657464027404785
2.1707489490509033;-38700.03125;10.176105499267578
2.1707587242126465;-38698.17578125;10.724867820739746
2.170766830444336;-38713.48828125;9.508145332336426
2.1707754135131836;-38713.7578125;7.577630519866943
2.170783519744873;-38702.37890625;5.8014140129089355
2.1707940101623535;-38701.3515625;4.938633441925049
2.170806646347046;-38725.671875;5.620616912841797
2.1708173751831055;-38720.9765625;7.2710418701171875
2.1708312034606934;-38698.9375;7.970891952514648
2.1708426475524902;-38697.9765625;6.646843433380127
2.1708548069000244;-38706.22265625;4.425795078277588
2.1708695888519287;-38726.67578125;2.74564528465271
2.1708824634552;-38711.58984375;1.3521655797958374
2.1708950996398926;-38686.64453125;-0.2111014723777771
2.1709067821502686;-38715.0078125;-0.47622281312942505
2.170919418334961;-38723.14453125;2.070189952850342
2.170931816101074;-38707.453125;5.984914302825928
2.1709578037261963;-38690.46484375;8.03698444366455
2.1709718704223633;-38704.7265625;6.799579620361328
2.1709847450256348;-38733.58203125;3.616604804992676
2.1709978580474854;-38726.69921875;0.485248327255249
2.1710093021392822;-38699.40625;-1.433793544769287
2.1710212230682373;-38708.4609375;-1.2921265363693237
2.1710331439971924;-38714.76171875;1.3666404485702515
2.1710455417633057;-38713.734375;5.08069372177124
2.1710567474365234;-38690.66796875;6.633631229400635
2.171109199523926;-38691.31640625;4.207675933837891
2.171124219894409;-38734.25390625;-0.46598687767982483
2.171135663986206;-38711.609375;-4.065592288970947
2.1711461544036865;-38693.83984375;-4.710620880126953
2.171156883239746;-38709.80078125;-2.3766226768493652
2.1711740493774414;-38726.9453125;1.9861111640930176
2.1711854934692383;-38716.83984375;6.203727722167969
2.1711959838867188;-38705.6640625;7.129255294799805
2.1712093353271484;-38723.3671875;3.4581236839294434
2.1712253093719482;-38748.625;-2.2857561111450195
2.1712417602539062;-38747.375;-6.360321044921875
2.1712534427642822;-38726.8984375;-7.314815998077393
2.1712632179260254;-38718.60546875;-5.621833801269531
2.171273946762085;-38747.21875;-1.945354700088501
2.1712844371795654;-38750.5234375;2.4745633602142334
2.171295166015625;-38739.70703125;5.271572113037109
2.1713054180145264;-38722.6953125;4.524226665496826
2.1713156700134277;-38730.8984375;0.7037922143936157
2.171328067779541;-38744.6015625;-3.7635316848754883
2.1713380813598633;-38721.78125;-6.883514404296875
2.1713483333587646;-38696.8125;-8.213641166687012
2.171358823776245;-38703.31640625;-7.633178234100342
2.1713695526123047;-38736.8671875;-4.7935404777526855
2.171381950378418;-38724.57421875;-0.7762099504470825
2.171405076980591;-38698.734375;1.5484836101531982
2.171417713165283;-38694.7109375;0.45276206731796265
2.1714274883270264;-38719.65625;-2.703516960144043
2.1714375019073486;-38710.671875;-5.871617794036865
2.171447515487671;-38696.234375;-9.010438919067383
2.171456813812256;-38689.88671875;-12.636526107788086
2.1714682579040527;-38700.5703125;-15.398846626281738
2.171478748321533;-38713.0859375;-15.286410331726074
2.686459541320801;-38691.78515625;-12.251409530639648
2.6865057945251465;-38705.484375;-7.988515377044678
2.6865227222442627;-38706.42578125;-3.8723714351654053
2.6865389347076416;-38685.2578125;-0.4671238362789154
2.686555862426758;-38689.640625;1.434720754623413
2.686580181121826;-38715.0546875;0.846027672290802
2.6865971088409424;-38719.5;-2.076716423034668
2.6866135597229004;-38702.625;-5.888253688812256
2.6866295337677;-38700.48046875;-9.256324768066406
2.6866447925567627;-38696.43359375;-11.380711555480957
2.686659812927246;-38713.95703125;-11.319131851196289
2.686673402786255;-38707.65625;-8.868982315063477
2.6866872310638428;-38691.0234375;-6.155569553375244
2.686702251434326;-38697.44140625;-6.1201372146606445
2.6867170333862305;-38707.8984375;-9.017861366271973
2.686732053756714;-38695.80859375;-12.124897003173828
2.686746120452881;-38683.0;-13.026564598083496
2.686760663986206;-38698.78125;-11.713035583496094
2.6867759227752686;-38716.21484375;-9.382781982421875
2.686790704727173;-38709.3515625;-6.876473903656006
2.686805486679077;-38681.234375;-5.087906837463379
2.6868648529052734;-38687.0;-5.276808261871338
2.686880350112915;-38701.6875;-7.512588977813721
2.686890125274658;-38713.265625;-9.92632007598877
2.6868999004364014;-38696.9921875;-10.780586242675781
2.6869099140167236;-38681.45703125;-10.33837890625
2.6869184970855713;-38706.37890625;-9.603601455688477
2.6869280338287354;-38704.81640625;-8.349928855895996
2.6869399547576904;-38693.86328125;-5.9675374031066895
2.6869499683380127;-38691.91796875;-3.549384117126465
2.6869595050811768;-38700.5234375;-3.164501905441284
2.686969757080078;-38711.58984375;-5.053828239440918
2.6869797706604004;-38695.71875;-7.346632957458496
2.6869897842407227;-38687.62890625;-8.580559730529785
2.686998128890991;-38702.42578125;-8.639019966125488
2.6870052814483643;-38707.2734375;-7.349404335021973
2.6870198249816895;-38672.18359375;-4.508799076080322
2.687044858932495;-38666.4140625;-1.4332282543182373
2.687053680419922;-38695.3828125;-0.25000855326652527
2.6870641708374023;-38719.41015625;-1.2974542379379272
2.6870765686035156;-38723.32421875;-2.764669895172119
2.687091827392578;-38685.63671875;-3.200852632522583
2.6871023178100586;-38683.76171875;-2.954972743988037
2.6871135234832764;-38706.42578125;-2.768270492553711
2.687126636505127;-38707.7890625;-2.8690316677093506
2.6871354579925537;-38681.83984375;-4.043255805969238
2.6871440410614014;-38685.75;-7.285097599029541
2.6871538162231445;-38709.84375;-11.503499031066895
2.6871633529663086;-38713.6015625;-13.696255683898926
2.6871724128723145;-38689.34765625;-12.329229354858398
2.687180519104004;-38686.59765625;-8.888643264770508
2.6871895790100098;-38706.15625;-5.525694847106934
2.687199115753174;-38720.8203125;-2.92100191116333
2.687209367752075;-38693.484375;-1.2366138696670532
2.687220573425293;-38673.14453125;-1.4763679504394531
2.6872308254241943;-38694.78125;-4.29754638671875
2.687246561050415;-38712.7734375;-7.916512489318848
2.6872594356536865;-38696.0078125;-8.999567985534668
2.687269449234009;-38681.94921875;-6.347113609313965
2.6872854232788086;-38687.11328125;-2.243777275085449
2.6872966289520264;-38703.36328125;0.48580315709114075
2.6873061656951904;-38699.71875;1.0679641962051392
2.687316417694092;-38670.171875;-0.2551144063472748
2.6873326301574707;-38673.5234375;-3.5743165016174316
2.6873440742492676;-38695.5390625;-7.880581855773926
2.687354564666748;-38692.03125;-10.242506980895996
2.6873652935028076;-38680.296875;-8.592141151428223
2.6873767375946045;-38688.56640625;-4.1905364990234375
2.6873855590820312;-38685.97265625;-0.05542546883225441
2.687403917312622;-38691.2265625;1.9389580488204956
2.6874139308929443;-38677.09765625;1.5898685455322266
2.6874234676361084;-38668.984375;-0.6378533840179443
2.6874356269836426;-38699.16015625;-3.758038282394409
